
1000
(
(0.000000 ((0.000000 0.000000 0.000000) (0.000000 0.000000 30.314796)))
(0.001001 ((-0.000553 0.008782 0.000000) (0.000000 0.000000 37.364307)))
(0.002002 ((-0.002204 0.017425 0.000000) (0.000000 0.000000 44.055118)))
(0.003003 ((-0.004925 0.025793 0.000000) (0.000000 0.000000 50.393906)))
(0.004004 ((-0.008676 0.033754 0.000000) (0.000000 0.000000 56.388624)))
(0.005005 ((-0.013395 0.041181 0.000000) (0.000000 0.000000 62.047759)))
(0.006006 ((-0.019008 0.047957 0.000000) (0.000000 0.000000 67.379863)))
(0.007007 ((-0.025428 0.053975 0.000000) (0.000000 0.000000 72.393427)))
(0.008008 ((-0.032552 0.059141 0.000000) (0.000000 0.000000 77.097134)))
(0.009009 ((-0.040267 0.063372 0.000000) (0.000000 0.000000 81.500538)))
(0.010010 ((-0.048453 0.066601 0.000000) (0.000000 0.000000 85.615208)))
(0.011011 ((-0.056978 0.068778 0.000000) (0.000000 0.000000 89.456383)))
(0.012012 ((-0.065710 0.069868 0.000000) (0.000000 0.000000 93.045186)))
(0.013013 ((-0.074510 0.069855 0.000000) (0.000000 0.000000 96.411417)))
(0.014014 ((-0.083238 0.068737 0.000000) (0.000000 0.000000 99.596854)))
(0.015015 ((-0.091757 0.066533 0.000000) (0.000000 0.000000 102.658838)))
(0.016016 ((-0.099932 0.063278 0.000000) (0.000000 0.000000 105.673652)))
(0.017017 ((-0.107634 0.059023 0.000000) (0.000000 0.000000 108.738783)))
(0.018018 ((-0.114742 0.053835 0.000000) (0.000000 0.000000 111.972726)))
(0.019019 ((-0.121142 0.047796 0.000000) (0.000000 0.000000 115.510671)))
(0.020020 ((-0.126735 0.041002 0.000000) (0.000000 0.000000 119.494739)))
(0.021021 ((-0.131430 0.033561 0.000000) (0.000000 0.000000 124.058846)))
(0.022022 ((-0.135155 0.025589 0.000000) (0.000000 0.000000 129.310861)))
(0.023023 ((-0.137851 0.017212 0.000000) (0.000000 0.000000 135.317231)))
(0.024024 ((-0.139474 0.008564 0.000000) (0.000000 0.000000 142.095533)))
(0.025025 ((-0.140000 -0.000220 0.000000) (0.000000 0.000000 149.617383)))
(0.026026 ((-0.139419 -0.009000 0.000000) (0.000000 0.000000 157.819560)))
(0.027027 ((-0.137741 -0.017638 0.000000) (0.000000 0.000000 166.618357)))
(0.028028 ((-0.134993 -0.025998 0.000000) (0.000000 0.000000 175.922511)))
(0.029029 ((-0.131218 -0.033946 0.000000) (0.000000 0.000000 185.642341)))
(0.030030 ((-0.126476 -0.041358 0.000000) (0.000000 0.000000 195.694864)))
(0.031031 ((-0.120841 -0.048117 0.000000) (0.000000 0.000000 206.005829)))
(0.032032 ((-0.114402 -0.054115 0.000000) (0.000000 0.000000 216.509798)))
(0.033033 ((-0.107262 -0.059258 0.000000) (0.000000 0.000000 227.149225)))
(0.034034 ((-0.099533 -0.063465 0.000000) (0.000000 0.000000 237.873119)))
(0.035035 ((-0.091338 -0.066669 0.000000) (0.000000 0.000000 248.635652)))
(0.036036 ((-0.082805 -0.068819 0.000000) (0.000000 0.000000 259.394877)))
(0.037037 ((-0.074070 -0.069882 0.000000) (0.000000 0.000000 270.111653)))
(0.038038 ((-0.065271 -0.069840 0.000000) (0.000000 0.000000 280.748792)))
(0.039039 ((-0.056546 -0.068695 0.000000) (0.000000 0.000000 291.270456)))
(0.040040 ((-0.048034 -0.066464 0.000000) (0.000000 0.000000 301.641820)))
(0.041041 ((-0.039869 -0.063183 0.000000) (0.000000 0.000000 311.828996)))
(0.042042 ((-0.032180 -0.058904 0.000000) (0.000000 0.000000 321.799233)))
(0.043043 ((-0.025089 -0.053694 0.000000) (0.000000 0.000000 331.521369)))
(0.044044 ((-0.018708 -0.047635 0.000000) (0.000000 0.000000 340.966507)))
(0.045045 ((-0.013137 -0.040824 0.000000) (0.000000 0.000000 350.108811)))
(0.046046 ((-0.008464 -0.033367 0.000000) (0.000000 0.000000 358.926329)))
(0.047047 ((-0.004764 -0.025384 0.000000) (0.000000 0.000000 367.401681)))
(0.048048 ((-0.002095 -0.016999 0.000000) (0.000000 0.000000 375.522483)))
(0.049049 ((-0.000499 -0.008345 0.000000) (0.000000 0.000000 383.281412)))
(0.050050 ((-0.000001 0.000440 0.000000) (0.000000 0.000000 390.675871)))
(0.051051 ((-0.000610 0.009219 0.000000) (0.000000 0.000000 397.707318)))
(0.052052 ((-0.002314 0.017851 0.000000) (0.000000 0.000000 404.380356)))
(0.053053 ((-0.005089 0.026202 0.000000) (0.000000 0.000000 410.701744)))
(0.054054 ((-0.008889 0.034139 0.000000) (0.000000 0.000000 416.679480)))
(0.055055 ((-0.013655 0.041536 0.000000) (0.000000 0.000000 422.322061)))
(0.056056 ((-0.019311 0.048277 0.000000) (0.000000 0.000000 427.638036)))
(0.057057 ((-0.025768 0.054254 0.000000) (0.000000 0.000000 432.635897)))
(0.058058 ((-0.032924 0.059375 0.000000) (0.000000 0.000000 437.324351)))
(0.059059 ((-0.040666 0.063557 0.000000) (0.000000 0.000000 441.713021)))
(0.060060 ((-0.048872 0.066735 0.000000) (0.000000 0.000000 445.813615)))
(0.061061 ((-0.057411 0.068859 0.000000) (0.000000 0.000000 449.641610)))
(0.062062 ((-0.066150 0.069894 0.000000) (0.000000 0.000000 453.218491)))
(0.063063 ((-0.074949 0.069825 0.000000) (0.000000 0.000000 456.574575)))
(0.064064 ((-0.083670 0.068652 0.000000) (0.000000 0.000000 459.752333)))
(0.065065 ((-0.092175 0.066395 0.000000) (0.000000 0.000000 462.809977)))
(0.066066 ((-0.100329 0.063088 0.000000) (0.000000 0.000000 465.824811)))
(0.067067 ((-0.108005 0.058785 0.000000) (0.000000 0.000000 468.895403)))
(0.068068 ((-0.115079 0.053552 0.000000) (0.000000 0.000000 472.141228)))
(0.069069 ((-0.121442 0.047474 0.000000) (0.000000 0.000000 475.698104)))
(0.070070 ((-0.126991 0.040645 0.000000) (0.000000 0.000000 479.708137)))
(0.071071 ((-0.131640 0.033174 0.000000) (0.000000 0.000000 484.304368)))
(0.072072 ((-0.135315 0.025178 0.000000) (0.000000 0.000000 489.592916)))
(0.073073 ((-0.137958 0.016785 0.000000) (0.000000 0.000000 495.637876)))
(0.074074 ((-0.139527 0.008127 0.000000) (0.000000 0.000000 502.454374)))
(0.075075 ((-0.139997 -0.000660 0.000000) (0.000000 0.000000 510.011970)))
(0.076076 ((-0.139361 -0.009437 0.000000) (0.000000 0.000000 518.246077)))
(0.077077 ((-0.137629 -0.018064 0.000000) (0.000000 0.000000 527.072326)))
(0.078078 ((-0.134828 -0.026406 0.000000) (0.000000 0.000000 536.399353)))
(0.079079 ((-0.131003 -0.034331 0.000000) (0.000000 0.000000 546.137719)))
(0.080080 ((-0.126214 -0.041713 0.000000) (0.000000 0.000000 556.204853)))
(0.081081 ((-0.120537 -0.048436 0.000000) (0.000000 0.000000 566.526952)))
(0.082082 ((-0.114061 -0.054393 0.000000) (0.000000 0.000000 577.039000)))
(0.083083 ((-0.106889 -0.059491 0.000000) (0.000000 0.000000 587.683813)))
(0.084084 ((-0.099134 -0.063649 0.000000) (0.000000 0.000000 598.410691)))
(0.085085 ((-0.090918 -0.066801 0.000000) (0.000000 0.000000 609.174027)))
(0.086086 ((-0.082372 -0.068898 0.000000) (0.000000 0.000000 619.932040)))
(0.087087 ((-0.073631 -0.069906 0.000000) (0.000000 0.000000 630.645704)))
(0.088088 ((-0.064832 -0.069809 0.000000) (0.000000 0.000000 641.277911)))
(0.089089 ((-0.056114 -0.068609 0.000000) (0.000000 0.000000 651.792879)))
(0.090090 ((-0.047617 -0.066325 0.000000) (0.000000 0.000000 662.155830)))
(0.091091 ((-0.039472 -0.062993 0.000000) (0.000000 0.000000 672.332927)))
(0.092092 ((-0.031811 -0.058665 0.000000) (0.000000 0.000000 682.291482)))
(0.093093 ((-0.024752 -0.053410 0.000000) (0.000000 0.000000 692.000433)))
(0.094094 ((-0.018409 -0.047312 0.000000) (0.000000 0.000000 701.431014)))
(0.095095 ((-0.012881 -0.040465 0.000000) (0.000000 0.000000 710.557565)))
(0.096096 ((-0.008256 -0.032980 0.000000) (0.000000 0.000000 719.358347)))
(0.097097 ((-0.004606 -0.024973 0.000000) (0.000000 0.000000 727.816222)))
(0.098098 ((-0.001990 -0.016571 0.000000) (0.000000 0.000000 735.919063)))
(0.099099 ((-0.000448 -0.007908 0.000000) (0.000000 0.000000 743.659794)))
(0.100100 ((-0.000006 0.000880 0.000000) (0.000000 0.000000 751.036038)))
(0.101101 ((-0.000669 0.009655 0.000000) (0.000000 0.000000 758.049433)))
(0.102102 ((-0.002428 0.018277 0.000000) (0.000000 0.000000 764.704714)))
(0.103103 ((-0.005255 0.026610 0.000000) (0.000000 0.000000 771.008723)))
(0.104104 ((-0.009105 0.034522 0.000000) (0.000000 0.000000 776.969497)))
(0.105105 ((-0.013917 0.041889 0.000000) (0.000000 0.000000 782.595546)))
(0.106106 ((-0.019616 0.048594 0.000000) (0.000000 0.000000 787.895414)))
(0.107107 ((-0.026110 0.054532 0.000000) (0.000000 0.000000 792.877594)))
(0.108108 ((-0.033298 0.059607 0.000000) (0.000000 0.000000 797.550817)))
(0.109109 ((-0.041067 0.063741 0.000000) (0.000000 0.000000 801.924782)))
(0.110110 ((-0.049292 0.066867 0.000000) (0.000000 0.000000 806.011339)))
(0.111111 ((-0.057845 0.068937 0.000000) (0.000000 0.000000 809.826206)))
(0.112112 ((-0.066589 0.069917 0.000000) (0.000000 0.000000 813.391241)))
(0.113113 ((-0.075388 0.069792 0.000000) (0.000000 0.000000 816.737284)))
(0.114114 ((-0.084101 0.068565 0.000000) (0.000000 0.000000 819.907508)))
(0.115115 ((-0.092592 0.066254 0.000000) (0.000000 0.000000 822.961004)))
(0.116116 ((-0.100725 0.062896 0.000000) (0.000000 0.000000 825.976104)))
(0.117117 ((-0.108374 0.058545 0.000000) (0.000000 0.000000 829.052458)))
(0.118118 ((-0.115415 0.053268 0.000000) (0.000000 0.000000 832.310507)))
(0.119119 ((-0.121739 0.047149 0.000000) (0.000000 0.000000 835.886671)))
(0.120120 ((-0.127246 0.040286 0.000000) (0.000000 0.000000 839.923006)))
(0.121121 ((-0.131848 0.032785 0.000000) (0.000000 0.000000 844.551630)))
(0.122122 ((-0.135472 0.024767 0.000000) (0.000000 0.000000 849.876872)))
(0.123123 ((-0.138062 0.016357 0.000000) (0.000000 0.000000 855.960459)))
(0.124124 ((-0.139576 0.007689 0.000000) (0.000000 0.000000 862.815074)))
(0.125125 ((-0.139991 -0.001101 0.000000) (0.000000 0.000000 870.408254)))
(0.126126 ((-0.139300 -0.009873 0.000000) (0.000000 0.000000 878.674075)))
(0.127127 ((-0.137514 -0.018489 0.000000) (0.000000 0.000000 887.527546)))
(0.128128 ((-0.134661 -0.026813 0.000000) (0.000000 0.000000 896.877221)))
(0.129129 ((-0.130786 -0.034714 0.000000) (0.000000 0.000000 906.633918)))
(0.130130 ((-0.125951 -0.042065 0.000000) (0.000000 0.000000 916.715478)))
(0.131131 ((-0.120231 -0.048753 0.000000) (0.000000 0.000000 927.048548)))
(0.132132 ((-0.113718 -0.054669 0.000000) (0.000000 0.000000 937.568533)))
(0.133133 ((-0.106514 -0.059722 0.000000) (0.000000 0.000000 948.218606)))
(0.134134 ((-0.098733 -0.063831 0.000000) (0.000000 0.000000 958.948352)))
(0.135135 ((-0.090498 -0.066932 0.000000) (0.000000 0.000000 969.712388)))
(0.136136 ((-0.081939 -0.068974 0.000000) (0.000000 0.000000 980.469091)))
(0.137137 ((-0.073191 -0.069927 0.000000) (0.000000 0.000000 991.179551)))
(0.138138 ((-0.064393 -0.069775 0.000000) (0.000000 0.000000 1001.806736)))
(0.139139 ((-0.055683 -0.068520 0.000000) (0.000000 0.000000 1012.314922)))
(0.140140 ((-0.047200 -0.066183 0.000000) (0.000000 0.000000 1022.669376)))
(0.141141 ((-0.039077 -0.062799 0.000000) (0.000000 0.000000 1032.836310)))
(0.142142 ((-0.031443 -0.058424 0.000000) (0.000000 0.000000 1042.783108)))
(0.143143 ((-0.024417 -0.053125 0.000000) (0.000000 0.000000 1052.478801)))
(0.144144 ((-0.018113 -0.046986 0.000000) (0.000000 0.000000 1061.894760)))
(0.145145 ((-0.012628 -0.040105 0.000000) (0.000000 0.000000 1071.005503)))
(0.146146 ((-0.008050 -0.032591 0.000000) (0.000000 0.000000 1079.789506)))
(0.147147 ((-0.004450 -0.024561 0.000000) (0.000000 0.000000 1088.229876)))
(0.148148 ((-0.001887 -0.016143 0.000000) (0.000000 0.000000 1096.314738)))
(0.149149 ((-0.000400 -0.007470 0.000000) (0.000000 0.000000 1104.037264)))
(0.150150 ((-0.000012 0.001321 0.000000) (0.000000 0.000000 1111.395297)))
(0.151151 ((-0.000731 0.010091 0.000000) (0.000000 0.000000 1118.390653)))
(0.152152 ((-0.002544 0.018701 0.000000) (0.000000 0.000000 1125.028194)))
(0.153153 ((-0.005424 0.027016 0.000000) (0.000000 0.000000 1131.314844)))
(0.154154 ((-0.009323 0.034905 0.000000) (0.000000 0.000000 1137.258678)))
(0.155155 ((-0.014182 0.042241 0.000000) (0.000000 0.000000 1142.868215)))
(0.156156 ((-0.019922 0.048910 0.000000) (0.000000 0.000000 1148.151997)))
(0.157157 ((-0.026454 0.054807 0.000000) (0.000000 0.000000 1153.118517)))
(0.158158 ((-0.033674 0.059837 0.000000) (0.000000 0.000000 1157.776536)))
(0.159159 ((-0.041468 0.063921 0.000000) (0.000000 0.000000 1162.135824)))
(0.160160 ((-0.049713 0.066996 0.000000) (0.000000 0.000000 1166.208382)))
(0.161161 ((-0.058278 0.069012 0.000000) (0.000000 0.000000 1170.010177)))
(0.162162 ((-0.067029 0.069937 0.000000) (0.000000 0.000000 1173.563441)))
(0.163163 ((-0.075827 0.069757 0.000000) (0.000000 0.000000 1176.899551)))
(0.164164 ((-0.084532 0.068475 0.000000) (0.000000 0.000000 1180.062386)))
(0.165165 ((-0.093008 0.066111 0.000000) (0.000000 0.000000 1183.111931)))
(0.166166 ((-0.101120 0.062702 0.000000) (0.000000 0.000000 1186.127546)))
(0.167167 ((-0.108741 0.058302 0.000000) (0.000000 0.000000 1189.209964)))
(0.168168 ((-0.115749 0.052981 0.000000) (0.000000 0.000000 1192.480580)))
(0.169169 ((-0.122035 0.046823 0.000000) (0.000000 0.000000 1196.076391)))
(0.170170 ((-0.127498 0.039925 0.000000) (0.000000 0.000000 1200.139361)))
(0.171171 ((-0.132053 0.032396 0.000000) (0.000000 0.000000 1204.800643)))
(0.172172 ((-0.135627 0.024355 0.000000) (0.000000 0.000000 1210.162735)))
(0.173173 ((-0.138164 0.015929 0.000000) (0.000000 0.000000 1216.284980)))
(0.174174 ((-0.139623 0.007251 0.000000) (0.000000 0.000000 1223.177628)))
(0.175175 ((-0.139983 -0.001541 0.000000) (0.000000 0.000000 1230.806222)))
(0.176176 ((-0.139237 -0.010308 0.000000) (0.000000 0.000000 1239.103544)))
(0.177177 ((-0.137396 -0.018913 0.000000) (0.000000 0.000000 1247.984006)))
(0.178178 ((-0.134491 -0.027219 0.000000) (0.000000 0.000000 1257.356105)))
(0.179179 ((-0.130567 -0.035095 0.000000) (0.000000 0.000000 1267.130927)))
(0.180180 ((-0.125685 -0.042416 0.000000) (0.000000 0.000000 1277.226729)))
(0.181181 ((-0.119924 -0.049068 0.000000) (0.000000 0.000000 1287.570610)))
(0.182182 ((-0.113373 -0.054943 0.000000) (0.000000 0.000000 1298.098390)))
(0.183183 ((-0.106138 -0.059951 0.000000) (0.000000 0.000000 1308.753596)))
(0.184184 ((-0.098331 -0.064011 0.000000) (0.000000 0.000000 1319.486099)))
(0.185185 ((-0.090076 -0.067059 0.000000) (0.000000 0.000000 1330.250730)))
(0.186186 ((-0.081505 -0.069048 0.000000) (0.000000 0.000000 1341.006027)))
(0.187187 ((-0.072751 -0.069946 0.000000) (0.000000 0.000000 1351.713190)))
(0.188188 ((-0.063954 -0.069738 0.000000) (0.000000 0.000000 1362.335264)))
(0.189189 ((-0.055253 -0.068429 0.000000) (0.000000 0.000000 1372.836581)))
(0.190190 ((-0.046784 -0.066038 0.000000) (0.000000 0.000000 1383.182453)))
(0.191191 ((-0.038683 -0.062604 0.000000) (0.000000 0.000000 1393.339144)))
(0.192192 ((-0.031076 -0.058180 0.000000) (0.000000 0.000000 1403.274105)))
(0.193193 ((-0.024084 -0.052837 0.000000) (0.000000 0.000000 1412.956469)))
(0.194194 ((-0.017818 -0.046659 0.000000) (0.000000 0.000000 1422.357742)))
